model,forecast_date,target,target_end_date,location_name,point,quantile_0.025,quantile_0.975
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Florida,106,43,120
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Georgia,110,70,124
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Hawaii,1,0,1
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Idaho,6,5,7
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Illinois,259,222,283
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Indiana,111,82,125
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Iowa,38,17,54
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Kansas,11,10,12
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Kentucky,68,49,171
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Louisiana,80,41,98
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Maine,6,4,20
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Maryland,120,103,134
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Massachusetts,140,119,166
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Michigan,86,64,96
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Minnesota,53,21,81
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Mississippi,95,72,125
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Missouri,98,57,121
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Montana,0,0,1
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,National,4433,3193,5525
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Nebraska,24,21,25
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Nevada,54,27,82
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,New Hampshire,12,2,14
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,New Jersey,179,135,197
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,New Mexico,26,7,37
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,New York,254,244,429
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,North Carolina,121,83,147
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,North Dakota,5,3,11
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Ohio,79,66,89
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Oklahoma,22,17,35
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Oregon,22,20,56
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Pennsylvania,146,70,168
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Puerto Rico,21,19,42
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Rhode Island,21,6,26
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,South Carolina,96,37,138
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,South Dakota,13,12,15
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Tennessee,67,63,69
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Texas,321,298,336
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Utah,45,43,48
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Vermont,3,2,4
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Virginia,148,129,173
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Washington,34,32,37
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,West Virginia,5,3,14
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Wisconsin,70,58,92
Covid19Sim,2020-06-15,2 day ahead inc hosp,2020-06-16,Wyoming,1,0,1
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Alabama,42,24,60
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Alaska,3,0,8
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Arizona,127,96,158
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Arkansas,36,19,53
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,California,599,531,667
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Colorado,41,23,58
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Connecticut,47,28,66
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Delaware,12,2,22
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,District of Columbia,23,10,37
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Florida,134,102,167
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Georgia,86,61,112
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Hawaii,0,0,2
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Idaho,2,0,6
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Illinois,282,236,329
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Indiana,95,68,122
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Iowa,29,14,44
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Kansas,7,0,18
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Kentucky,55,34,75
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Louisiana,56,35,77
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Maine,5,0,11
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Maryland,125,94,156
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Massachusetts,149,115,183
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Michigan,146,112,179
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Minnesota,66,44,89
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Mississippi,78,53,102
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Missouri,88,62,113
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Montana,4,0,9
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Nebraska,18,7,30
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Nevada,54,34,74
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,New Hampshire,18,6,30
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,New Jersey,151,117,185
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,New Mexico,27,12,41
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,New York,180,143,217
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,North Carolina,85,59,110
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,North Dakota,9,1,17
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Ohio,74,50,97
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Oklahoma,23,10,37
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Oregon,23,10,37
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Pennsylvania,233,191,276
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Rhode Island,21,8,34
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,South Carolina,79,54,103
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,South Dakota,10,1,19
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Tennessee,23,3,44
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Texas,165,130,201
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Utah,30,14,45
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Vermont,4,0,10
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Virginia,125,94,156
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Washington,45,26,64
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,West Virginia,4,0,10
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Wisconsin,20,8,32
CAN,2020-06-15,2 day ahead inc hosp,2020-06-16,Wyoming,1,0,4
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Alabama,73,59,90
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Alaska,2,0,5
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Arizona,171,148,197
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Arkansas,46,33,56
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,California,448,416,486
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Colorado,31,20,45
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Connecticut,51,38,62
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Delaware,8,3,15
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,District of Columbia,9,5,16
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Florida,269,244,296
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Georgia,119,98,143
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Hawaii,1,0,2
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Idaho,1,0,3
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Illinois,112,94,134
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Indiana,60,48,74
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Iowa,42,32,56
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Kansas,5,1,10
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Kentucky,44,31,56
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Louisiana,72,53,87
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Maine,4,1,8
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Maryland,109,92,129
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Massachusetts,40,28,52
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Michigan,66,53,86
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Minnesota,57,41,73
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Mississippi,43,32,54
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Missouri,26,16,36
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Montana,0,0,2
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,National,3226,3120,3326
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Nebraska,25,16,36
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Nevada,29,19,39
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,New Hampshire,4,1,9
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,New Jersey,70,56,81
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,New Mexico,18,10,27
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,New York,174,150,200
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,North Carolina,178,153,208
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,North Dakota,2,0,6
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Ohio,66,53,84
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Oklahoma,19,13,29
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Oregon,21,14,29
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Pennsylvania,72,55,89
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Rhode Island,11,5,17
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,South Carolina,86,70,105
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,South Dakota,3,1,7
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Tennessee,39,27,53
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Texas,261,231,284
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Utah,25,17,34
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Vermont,1,0,3
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Virginia,122,101,148
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Washington,42,31,56
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,West Virginia,1,0,3
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Wisconsin,49,35,58
CU-Select,2020-06-15,2 day ahead inc hosp,2020-06-16,Wyoming,1,0,2
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Alaska,6,0,13
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Arkansas,28,17,57
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,California,489,348,706
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Colorado,100,8,167
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Connecticut,144,27,220
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Delaware,12,5,26
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,District of Columbia,28,9,58
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Idaho,2,1,5
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Illinois,161,39,317
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Iowa,0,0,0
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Kansas,9,5,15
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Maine,6,2,12
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Maryland,65,14,172
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Michigan,58,25,134
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Mississippi,23,13,49
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Missouri,68,42,106
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Montana,1,0,2
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,National,1282,123,2943
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Nevada,46,15,75
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,New Hampshire,8,2,18
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,New Jersey,164,70,308
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,New Mexico,32,16,77
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,North Carolina,96,79,113
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,North Dakota,3,1,4
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Ohio,69,46,110
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Oklahoma,18,8,25
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Oregon,9,5,12
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Rhode Island,12,4,18
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,South Dakota,9,4,15
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Texas,241,150,366
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Utah,19,13,25
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Vermont,0,0,1
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Washington,32,16,47
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,West Virginia,0,0,0
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Wisconsin,34,11,71
GT-DeepCOVID,2020-06-15,1 day ahead inc hosp,2020-06-16,Wyoming,1,1,2
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Alabama,62,37,99
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Alaska,0,0,0
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Arizona,176,109,277
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Arkansas,22,10,41
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,California,351,258,542
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Colorado,76,26,191
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Connecticut,38,22,60
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Delaware,12,7,20
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,District of Columbia,13,7,20
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Florida,213,146,306
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Georgia,184,107,290
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Hawaii,0,0,0
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Idaho,0,0,0
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Illinois,166,110,233
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Indiana,77,53,110
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Iowa,32,22,44
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Kansas,8,4,12
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Kentucky,23,13,35
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Louisiana,85,52,128
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Maine,5,3,7
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Maryland,142,94,200
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Massachusetts,57,40,77
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Michigan,125,92,168
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Minnesota,54,32,85
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Mississippi,44,30,59
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Missouri,41,24,68
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Montana,0,0,0
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,National,3146,2903,3456
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Nebraska,11,3,28
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Nevada,18,8,33
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,New Hampshire,25,13,42
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,New Jersey,174,126,229
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,New Mexico,26,11,54
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,New York,157,122,201
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,North Carolina,68,42,104
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,North Dakota,3,0,6
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Ohio,84,56,128
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Oklahoma,14,8,21
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Oregon,9,4,21
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Pennsylvania,168,114,240
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Rhode Island,31,22,42
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,South Carolina,61,37,99
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,South Dakota,6,3,11
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Tennessee,39,21,70
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Texas,125,80,180
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Utah,17,8,32
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Vermont,0,0,0
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Virginia,47,33,70
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Washington,23,14,40
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,West Virginia,3,0,6
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Wisconsin,32,21,47
IHME,2020-06-15,1 day ahead inc hosp,2020-06-16,Wyoming,0,0,0
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Alabama,130,72,234
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Alaska,2,0,11
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Arizona,296,66,809
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Arkansas,39,16,82
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,California,1138,307,2897
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Colorado,67,25,143
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Connecticut,142,38,360
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Delaware,37,6,87
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,District of Columbia,19,1,58
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Florida,394,161,731
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Georgia,182,109,309
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Guam,0,0,1
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Hawaii,0,0,2
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Idaho,13,2,35
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Illinois,539,206,1232
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Indiana,126,65,216
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Iowa,90,48,139
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Kansas,31,6,82
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Kentucky,67,21,191
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Louisiana,147,75,261
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Maine,9,0,32
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Maryland,247,115,433
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Massachusetts,221,95,398
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Michigan,181,78,356
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Minnesota,179,75,388
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Mississippi,76,46,124
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Missouri,56,18,128
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Montana,2,0,8
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,National,7091,5568,8788
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Nebraska,59,15,142
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Nevada,65,4,261
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,New Hampshire,32,6,75
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,New Jersey,226,116,403
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,New Mexico,31,11,86
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,New York,403,187,835
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,North Carolina,282,145,568
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,North Dakota,14,2,34
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Northern Mariana Islands,0,0,0
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Ohio,294,144,525
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Oklahoma,29,7,92
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Oregon,38,6,160
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Pennsylvania,214,95,409
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Puerto Rico,8,0,58
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Rhode Island,4,0,16
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,South Carolina,93,38,182
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,South Dakota,19,4,38
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Tennessee,95,34,213
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Texas,374,148,879
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Utah,57,8,188
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Vermont,1,0,6
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Virgin Islands,0,0,1
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Virginia,150,86,225
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Washington,53,20,108
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,West Virginia,10,1,31
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Wisconsin,108,37,241
JHU,2020-06-15,2 day ahead inc hosp,2020-06-16,Wyoming,2,0,7
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Alabama,83,39,139
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Alaska,2,1,6
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Arizona,200,108,313
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Arkansas,49,23,80
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,California,439,244,650
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Colorado,27,11,53
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Connecticut,38,15,77
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Delaware,6,2,12
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,District of Columbia,7,3,16
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Florida,420,215,607
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Georgia,150,69,251
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Hawaii,1,0,2
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Idaho,2,1,5
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Illinois,79,34,154
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Indiana,48,19,90
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Iowa,44,19,82
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Kansas,8,3,15
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Kentucky,40,17,78
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Louisiana,113,53,185
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Maine,4,1,7
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Maryland,90,35,165
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Massachusetts,33,12,64
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Michigan,19,7,38
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Minnesota,44,16,83
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Mississippi,42,18,82
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Missouri,28,13,57
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Montana,1,0,2
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Nebraska,21,9,40
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,Nevada,33,14,61
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,New Hampshire,4,2,8
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,New Jersey,50,21,105
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,New Mexico,18,7,36
LANL,2020-06-15,2 day ahead inc hosp,2020-06-16,New York,162,68,335
