hosp_id,hosp_name,date,active_confirmed,active_suspected,admitted,admitted_confirmed,admitted_suspected,alos_ventilator,bed_avail_criticalcare,bed_avail_intensivecare,bed_avail_other,bed_avail_surgical,bed_inuse_criticalcare,bed_inuse_intensivecare,bed_inuse_other,bed_inuse_surgical,discharged_alive,discharged_dead,ventilators_inuse
3100960,Saint Michael's Medical Center,2020-04-06,64,19,0,,,10.0,,8,,92,,28,,57,,,26
3100700,Saint Peter's University Hospital,2020-04-06,66,47,0,,,,,2,42,0,,26,12,107,,,25
3100910,Salem Medical Center,2020-04-06,1,8,0,,,5.0,,1,,11,,1,,7,,,0
3100470,Shore Medical Center,2020-04-06,9,14,2,,,5.0,7,9,25,93,6,7,0,11,,,1
3100210,St. Francis Medical Center,2020-04-06,10,19,5,,,,,14,12,30,0,4,0,25,,,3
SJH,St. Joseph's Health - Central Supply,2020-04-06,,,0,,,,,,,,,,,,,,
3100190,St. Joseph's University Medical Center,2020-04-06,219,83,5,,,,0,0,24,12,0,83,8,195,,,81
3100191,St. Joseph's Wayne Medical Center,2020-04-06,56,43,9,,,,0,2,8,0,0,26,0,89,,,19
3100600,St. Luke's Warren Campus,2020-04-06,15,7,4,,,,,2,,47,,10,,11,,,8
3100060,St. Mary's General Hospital,2020-04-06,59,6,0,,,15.0,0,6,0,75,9,16,9,23,,,18
3100120,The Valley Hospital,2020-04-06,222,16,12,,,9.0,5,2,20,65,40,12,0,218,,,28
3100270,Trinitas Regional Medical Center,2020-04-06,87,60,0,,,25.1,,0,,0,,35,,118,,,22
3101190,University Hospital,2020-04-06,154,20,0,,,7.0,,4,25,61,50,,,99,,,31
4PPEVHS,Valley Health System - Central Supply,2020-04-06,,,0,,,,,,,,,,,,,,
VHS,Virtua Health System - Central Supply,2020-04-06,,,0,,,,,,,,,,,,,,
3100224,Virtua Marlton,2020-04-06,18,11,0,,,6.8,7,3,,82,5,15,,9,,,13
3100570,Virtua Memorial,2020-04-06,40,14,0,,,6.3,14,13,,114,5,20,,29,,,8
3100290,Virtua Our Lady of Lourdes Hospital,2020-04-06,18,20,4,,,5.0,10,10,,66,6,11,,21,,,10
3100221,Virtua Voorhees,2020-04-06,28,25,8,,,6.28,2,1,,119,10,16,,25,,,15
3100610,Virtua Willingboro Hospital,2020-04-06,17,8,5,,,3.0,,12,,26,,5,,20,,,3
ATL,AtlantiCare - Central Supply,2020-04-07,,,0,,,,,,,,,,,,,,
3100642,AtlantiCare Regional Medical Center City Division,2020-04-07,15,11,1,,,5.0,9,0,17,64,7,0,1,18,,,7
3100641,AtlantiCare Regional Medical Center Mainland Division,2020-04-07,22,20,0,,,5.0,9,0,0,104,9,0,0,33,,,8
FMSAtlanic,Atlantic City FMS,2020-04-07,,,0,,,,,,,,,,,,,,
AHS,Atlantic Health System - Central Supply,2020-04-07,,,0,,,,,,,,,,,,,,
3100580,Bergen New Bridge Medical Center,2020-04-07,30,6,0,,,2.0,0,5,0,52,0,9,0,27,,,10
3100110,Cape Regional Health System,2020-04-07,10,19,2,,,5.7,0,3,0,9,0,6,0,23,,,7
CHS,Capital Health - Central Supply,2020-04-07,,,0,,,,,,,,,,,,,,
3100440,Capital Health Medical Center - Hopewell,2020-04-07,33,28,9,,,8.6,,24,62,124,,15,4,42,,,11
3100920,Capital Health Regional Medical Center,2020-04-07,30,21,4,,,,,40,25,104,,22,,29,,,13
3100250,CarePoint Health Bayonne Medical Center,2020-04-07,38,25,0,,,5.0,0,0,0,0,0,0,0,0,,,10
3100160,CarePoint Health Christ Hospital,2020-04-07,101,28,12,,,5.0,6,0,0,0,0,18,0,6,,,18
3100400,CarePoint Health Hoboken University Medical Center,2020-04-07,47,50,3,,,4.0,6,1,0,0,0,14,0,23,,,19
4PPECPH,CarePoint Heatlh - Central Supply,2020-04-07,,,0,,,,,,,,,,,,,,
4PPECSHS,CentraState Healthcare System - Central Supply,2020-04-07,,,0,,,,,,,,,,,,,,
3101110,CentraState Medical Center,2020-04-07,122,1,20,,,7.5,1,1,7,14,14,8,0,102,,,24
3100170,Chilton Medical Center - Atlantic Health System,2020-04-07,70,54,0,,,4.0,0,0,0,65,0,12,14,98,,,32
3100090,Clara Maass Medical Center,2020-04-07,163,4,0,,,,9,0,13,11,24,,,142,,,34
3100410,Community Medical Center,2020-04-07,85,23,0,,,,,12,31,34,22,,,78,,,25
4PPECHS,"Cooper Health System, The - Central Supply",2020-04-07,,,0,,,,,,,,,,,,,,
3100140,Cooper University Health Care,2020-04-07,40,23,8,,,7.47,0,14,0,201,0,19,0,44,,,15
3100310,Deborah Heart and Lung Center,2020-04-07,1,4,0,,,11.0,3,6,4,30,1,0,0,4,,,0
ACS-EO,East Orange ACS,2020-04-07,,,0,,,,,,,,,,,,,,
3100830,East Orange General Hospital,2020-04-07,35,22,7,,,8.0,0,0,0,0,0,13,0,44,,,19
FMSEdison,Edison FMS,2020-04-07,,,0,,,,,,,,,,,,,,
3100450,Englewood Hospital,2020-04-07,180,37,2,,,7.2,,3,,3,,39,15,163,,,38
HMH,Hackensack Meridian Health - Central Supply,2020-04-07,,,0,,,,,,,,,,,,,,
3101120,Hackensack Meridian Health Bayshore Medical Center,2020-04-07,68,33,16,,,4.73,0,0,0,0,15,0,0,85,,,4
3100010,Hackensack Meridian Health Hackensack University Medical Center,2020-04-07,435,48,4,,,7.89,0,0,0,0,127,0,29,342,,,115
3101080,Hackensack Meridian Health JFK Medical Center,2020-04-07,147,120,37,,,5.46,0,0,0,10,39,0,3,196,,,46
3100730,Hackensack Meridian Health Jersey Shore University Medical Center,2020-04-07,152,46,0,,,8.62,0,0,7,0,53,0,2,132,,,47
3100540,Hackensack Meridian Health Mountainside Medical Center,2020-04-07,105,37,0,,,,,0,,48,,33,,109,,,31
3100522,Hackensack Meridian Health Ocean Medical Center,2020-04-07,85,32,0,,,7.4,3,0,16,9,30,0,0,90,,,30
3100030,Hackensack Meridian Health Palisades Medical Center,2020-04-07,76,45,0,,,6.16,0,0,0,0,37,0,3,90,,,31
3101300,Hackensack Meridian Health Pascack Valley Medical Center,2020-04-07,53,2,0,,,0.0,0,9,0,0,0,0,0,0,,,12
3100392,Hackensack Meridian Health Raritan Bay Medical Center Old Bridge,2020-04-07,63,12,0,,,4.94,0,0,0,0,14,0,0,61,,,13
3100391,Hackensack Meridian Health Raritan Bay Medical Center Perth Amboy,2020-04-07,78,24,0,,,4.63,0,0,3,0,24,0,0,80,,,26
3100340,Hackensack Meridian Health Riverview Medical Center,2020-04-07,43,16,4,,,7.29,0,0,7,14,9,0,2,51,,,8
3101130,Hackensack Meridian Health Southern Ocean Medical Center,2020-04-07,27,14,11,,,9.75,6,0,13,12,10,0,0,29,,,14
3101150,Hackettstown Medical Center,2020-04-07,23,14,6,,,13.0,0,0,0,39,1,13,0,23,,,12
3100080,Holy Name Medical Center,2020-04-07,89,112,13,,,,,,,,,,,,,,
3101189,Hudson Regional Hospital,2020-04-07,34,27,0,,,,,0,,17,,14,12,37,,,22
ACS-Hunterd,Hunterdon ACS,2020-04-07,,,0,,,,,,,,,,,,,,
4PPEHHS,Hunterdon Healthcare System - Central Supply,2020-04-07,,,0,,,,,,,,,,,,,,
3100050,Hunterdon Medical Center,2020-04-07,33,33,17,,,8.5,8,0,29,37,0,21,1,44,,,17
IMC,Inspira Health - Central Supply,2020-04-07,,,0,,,,,,,,,,,,,,
3100690,Inspira Medical Center Elmer,2020-04-07,1,6,0,,,0.0,0,4,0,71,0,0,0,7,,,1
310069A,Inspira Medical Center Mullica Hill,2020-04-07,21,7,0,,,1.0,0,10,0,83,0,9,0,44,,,8
3100324,Inspira Medical Center Vineland,2020-04-07,23,38,0,,,2.5,0,14,0,84,0,26,0,52,,,10
3100810,Inspira Medical Center Woodbury,2020-04-07,,,0,,,,,,,,,,,,,,
3100862,Jefferson Cherry Hill Hospital,2020-04-07,24,12,1,,,3.9,0,6,27,31,0,6,0,30,,,9
KHS,Jefferson Health New Jersey - Central Supply,2020-04-07,,,0,,,,,,,,,,,,,,
3100863,Jefferson Stratford Hospital,2020-04-07,4,10,7,,,2.4,0,9,13,31,0,3,0,2,,,4
3100861,Jefferson Washington Township Hospital,2020-04-07,22,15,0,,,5.9,0,12,30,47,0,8,1,28,,,7
3100740,Jersey City Medical Center,2020-04-07,79,41,0,,,,0,13,27,64,27,,,98,,,37
3100750,Monmouth Medical Center,2020-04-07,28,20,0,,,,0,2,41,13,15,,,29,,,13
3100840,Monmouth Medical Center Southern Campus,2020-04-07,32,14,0,,,,0,2,0,16,9,,,33,,,7
3100150,Morristown Medical Center,2020-04-07,198,115,0,,,5.0,15,5,0,138,46,42,27,190,,,82
3100020,Newark Beth Israel Medical Center,2020-04-07,191,35,14,,,,2,3,0,0,,,,,,,38
3100280,Newton Medical Center,2020-04-07,29,13,0,,,5.0,0,0,0,17,0,9,0,33,,,16
3100510,Overlook Medical Center,2020-04-07,221,77,28,,,5.0,0,0,0,33,29,47,33,189,,,60
4PPEPMPH,Penn Medicine Princeton Health - Central Supply,2020-04-07,,,0,,,,,,,,,,,,,,
3100100,Penn Medicine Princeton Medical Center,2020-04-07,63,3,0,,,6.0,4,,42,43,21,,0,45,,,21
3101100,RWJ University Hospital Hamilton,2020-04-07,25,19,0,,,,0,3,1,37,10,,,40,,,8
3100240,RWJ University Hospital Rahway,2020-04-07,45,9,0,,,,1,0,0,2,15,,,61,,,10
3100480,RWJ University Hospital Somerset,2020-04-07,122,0,0,,,,0,0,0,38,34,,,103,,,33
RWJB,RWJBarnabas Health - Central Supply,2020-04-07,,,0,,,,,,,,,,,,,,
3100380,Robert Wood Johnson University Hospital,2020-04-07,185,0,3,,,,0,15,26,34,,58,,149,,,45
3100760,Saint Barnabas Medical Center,2020-04-07,228,60,0,,,,3,1,49,7,67,,,255,,,58
STC,Saint Clare's Health - Central Supply,2020-04-07,,,0,,,,,,,,,,,,,,
3100500,Saint Clare's Hospital Denville,2020-04-07,43,5,3,,,9.2,0,,9,120,,28,,59,,,40
3100502,Saint Clare's Hospital Dover,2020-04-07,42,9,1,,,,,,,,,,,,,,
3100960,Saint Michael's Medical Center,2020-04-07,55,39,11,,,10.0,,8,,87,,33,,61,,,33
3100700,Saint Peter's University Hospital,2020-04-07,92,56,35,,,,,0,31,0,,34,8,106,,,25
3100910,Salem Medical Center,2020-04-07,1,6,0,,,5.0,,1,,11,,2,,4,,,0
3100470,Shore Medical Center,2020-04-07,8,12,0,,,5.0,7,9,26,38,6,5,0,9,,,1
3100210,St. Francis Medical Center,2020-04-07,12,17,0,,,,,12,19,39,,8,,21,,,6
SJH,St. Joseph's Health - Central Supply,2020-04-07,,,0,,,,,,,,,,,,,,
3100190,St. Joseph's University Medical Center,2020-04-07,259,65,22,,,,0,0,12,5,,85,8,136,,,82
3100191,St. Joseph's Wayne Medical Center,2020-04-07,62,35,0,,,,0,2,3,0,0,24,0,76,,,19
3100600,St. Luke's Warren Campus,2020-04-07,21,0,0,,,,,2,,41,,9,,12,,,8
3100060,St. Mary's General Hospital,2020-04-07,51,21,7,,,15.0,1,6,1,75,8,16,8,23,,,18
3100120,The Valley Hospital,2020-04-07,232,3,0,,,10.0,3,4,18,73,34,14,,228,,,29
3100270,Trinitas Regional Medical Center,2020-04-07,90,67,10,,,25.1,,0,,0,,36,,121,,,30
3101190,University Hospital,2020-04-07,148,41,15,,,4.0,,13,20,58,46,,,114,,,33
4PPEVHS,Valley Health System - Central Supply,2020-04-07,,,0,,,,,,,,,,,,,,
VHS,Virtua Health System - Central Supply,2020-04-07,,,0,,,,,,,,,,,,,,
3100224,Virtua Marlton,2020-04-07,23,8,2,,,7.37,10,2,,80,3,16,,12,,,17
3100570,Virtua Memorial,2020-04-07,39,21,6,,,6.3,12,8,,103,9,20,,31,,,15
3100290,Virtua Our Lady of Lourdes Hospital,2020-04-07,19,16,0,,,5.0,10,24,,70,6,12,,17,,,10
3100221,Virtua Voorhees,2020-04-07,34,16,0,,,7.84,8,5,,119,7,13,,29,,,14
3100610,Virtua Willingboro Hospital,2020-04-07,17,3,0,,,5.0,,13,,28,,4,,16,,,3
ATL,AtlantiCare - Central Supply,2020-04-08,,,0,,,,,,,,,,,,,,
3100642,AtlantiCare Regional Medical Center City Division,2020-04-08,15,10,0,,,4.0,5,0,18,68,8,0,1,16,,,8
3100641,AtlantiCare Regional Medical Center Mainland Division,2020-04-08,25,15,0,,,4.0,6,0,0,97,9,0,0,31,,,8
FMSAtlanic,Atlantic City FMS,2020-04-08,,,0,,,,,,,,,,,,,,
AHS,Atlantic Health System - Central Supply,2020-04-08,,,0,,,,,,,,,,,,,,
3100580,Bergen New Bridge Medical Center,2020-04-08,52,11,27,,,2.0,0,6,96,59,0,8,29,26,,,8
3100110,Cape Regional Health System,2020-04-08,13,16,0,,,4.7,0,2,36,14,0,7,0,22,,,3
CHS,Capital Health - Central Supply,2020-04-08,,,0,,,,,,,,,,,,,,
3100440,Capital Health Medical Center - Hopewell,2020-04-08,28,31,0,,,6.2,,7,23,46,,17,2,40,,,10
3100920,Capital Health Regional Medical Center,2020-04-08,34,31,14,,,,,3,10,29,,24,6,35,,,18
3100250,CarePoint Health Bayonne Medical Center,2020-04-08,36,22,0,,,7.0,0,1,0,0,0,0,0,0,,,10
3100160,CarePoint Health Christ Hospital,2020-04-08,108,21,0,,,0.0,0,0,0,0,0,18,0,6,,,20
3100400,CarePoint Health Hoboken University Medical Center,2020-04-08,60,52,15,,,4.0,0,1,0,0,0,23,0,44,,,21
4PPECPH,CarePoint Heatlh - Central Supply,2020-04-08,,,0,,,,,,,,,,,,,,
4PPECSHS,CentraState Healthcare System - Central Supply,2020-04-08,,,0,,,,,,,,,,,,,,
3101110,CentraState Medical Center,2020-04-08,114,20,11,,,7.5,1,0,7,23,14,9,0,111,,,27
3100170,Chilton Medical Center - Atlantic Health System,2020-04-08,69,47,0,,,4.0,0,0,0,65,0,12,12,92,,,30
3100090,Clara Maass Medical Center,2020-04-08,151,19,3,,,,0,0,21,7,23,,,147,,,39
3100410,Community Medical Center,2020-04-08,90,14,0,,,,,11,5,65,20,,,87,,,13
4PPECHS,"Cooper Health System, The - Central Supply",2020-04-08,,,0,,,,,,,,,,,,,,
3100140,Cooper University Health Care,2020-04-08,48,20,5,,,7.41,0,3,0,265,0,20,0,48,,,16
3100310,Deborah Heart and Lung Center,2020-04-08,1,7,3,,,7.0,3,8,4,29,1,0,0,7,,,1
ACS-EO,East Orange ACS,2020-04-08,,,0,,,,,,,,,,,,,,
3100830,East Orange General Hospital,2020-04-08,33,20,0,,,8.0,0,0,0,0,0,13,0,40,,,19
FMSEdison,Edison FMS,2020-04-08,,,0,,,,,,,,,,,,,,
3100450,Englewood Hospital,2020-04-08,178,32,0,,,7.9,,5,,3,,36,10,164,,,36
HMH,Hackensack Meridian Health - Central Supply,2020-04-08,,,0,,,,,,,,,,,,,,
3101120,Hackensack Meridian Health Bayshore Medical Center,2020-04-08,75,20,0,,,5.06,0,0,0,14,16,0,0,76,,,13
3100010,Hackensack Meridian Health Hackensack University Medical Center,2020-04-08,432,79,28,,,8.13,0,0,0,0,126,0,16,340,,,109
3101080,Hackensack Meridian Health JFK Medical Center,2020-04-08,173,99,5,,,5.7,0,0,0,0,45,0,4,217,,,46
3100730,Hackensack Meridian Health Jersey Shore University Medical Center,2020-04-08,156,39,0,,,8.79,5,0,12,0,52,0,2,129,,,34
3100540,Hackensack Meridian Health Mountainside Medical Center,2020-04-08,104,39,1,,,6.0,,7,,59,,24,,76,,,29
3100522,Hackensack Meridian Health Ocean Medical Center,2020-04-08,84,28,0,,,7.48,3,0,12,7,29,0,0,82,,,30
3100030,Hackensack Meridian Health Palisades Medical Center,2020-04-08,68,47,0,,,6.25,0,0,0,0,42,0,9,83,,,15
3101300,Hackensack Meridian Health Pascack Valley Medical Center,2020-04-08,43,3,0,,,0.0,0,0,0,0,0,0,0,0,,,12
3100392,Hackensack Meridian Health Raritan Bay Medical Center Old Bridge,2020-04-08,60,16,1,,,4.92,0,0,0,7,15,0,0,58,,,13
3100391,Hackensack Meridian Health Raritan Bay Medical Center Perth Amboy,2020-04-08,72,24,0,,,5.11,0,0,0,0,24,0,0,80,,,24
3100340,Hackensack Meridian Health Riverview Medical Center,2020-04-08,47,17,5,,,8.21,0,0,8,15,11,0,0,49,,,7
3101130,Hackensack Meridian Health Southern Ocean Medical Center,2020-04-08,31,13,3,,,9.65,2,0,16,18,13,0,1,32,,,6
3101150,Hackettstown Medical Center,2020-04-08,21,18,2,,,13.0,0,0,0,38,1,13,0,25,,,11
3100080,Holy Name Medical Center,2020-04-08,84,127,10,,,,,,,,,,,,,,
3101189,Hudson Regional Hospital,2020-04-08,33,30,2,,,,,0,,20,,14,13,36,,,20
ACS-Hunterd,Hunterdon ACS,2020-04-08,,,0,,,,,,,,,,,,,,
4PPEHHS,Hunterdon Healthcare System - Central Supply,2020-04-08,,,0,,,,,,,,,,,,,,
3100050,Hunterdon Medical Center,2020-04-08,40,29,3,,,9.9,0,8,32,39,0,24,0,45,,,16
IMC,Inspira Health - Central Supply,2020-04-08,,,0,,,,,,,,,,,,,,
3100690,Inspira Medical Center Elmer,2020-04-08,1,4,0,,,0.0,0,3,0,75,0,0,0,6,,,0
310069A,Inspira Medical Center Mullica Hill,2020-04-08,18,24,14,,,6.5,0,11,0,89,0,6,0,49,,,5
3100324,Inspira Medical Center Vineland,2020-04-08,32,25,0,,,3.6,0,11,0,101,0,25,0,46,,,10
3100810,Inspira Medical Center Woodbury,2020-04-08,,,0,,,,,,,,,,,,,,
3100862,Jefferson Cherry Hill Hospital,2020-04-08,33,3,0,,,4.2,0,2,28,29,0,8,1,27,,,11
KHS,Jefferson Health New Jersey - Central Supply,2020-04-08,,,0,,,,,,,,,,,,,,
3100863,Jefferson Stratford Hospital,2020-04-08,4,6,0,,,4.25,0,3,11,24,0,3,1,6,,,4
3100861,Jefferson Washington Township Hospital,2020-04-08,18,7,0,,,5.68,0,13,39,39,0,7,0,17,,,6
3100740,Jersey City Medical Center,2020-04-08,90,42,12,,,,0,11,26,63,25,,,110,,,34
3100750,Monmouth Medical Center,2020-04-08,43,12,7,,,,0,3,75,15,19,,,37,,,17
3100840,Monmouth Medical Center Southern Campus,2020-04-08,29,11,0,,,,1,0,0,10,10,,,30,,,10
3100150,Morristown Medical Center,2020-04-08,199,120,6,,,5.0,15,5,0,138,48,53,37,181,,,88
3100020,Newark Beth Israel Medical Center,2020-04-08,223,31,28,,,,0,0,0,0,9,,,147,,,41
3100280,Newton Medical Center,2020-04-08,27,18,3,,,5.0,0,0,0,17,0,12,0,33,,,11
3100510,Overlook Medical Center,2020-04-08,207,82,0,,,5.0,0,0,0,33,20,48,29,192,,,66
4PPEPMPH,Penn Medicine Princeton Health - Central Supply,2020-04-08,,,0,,,,,,,,,,,,,,
3100100,Penn Medicine Princeton Medical Center,2020-04-08,60,6,0,,,6.0,5,,43,42,21,,0,45,,,21
3101100,RWJ University Hospital Hamilton,2020-04-08,42,14,12,,,,0,3,0,37,13,,,43,,,12
3100240,RWJ University Hospital Rahway,2020-04-08,44,26,16,,,,1,0,0,7,10,,,60,,,8
3100480,RWJ University Hospital Somerset,2020-04-08,108,2,0,,,,0,1,2,72,33,,,85,,,27
RWJB,RWJBarnabas Health - Central Supply,2020-04-08,,,0,,,,,,,,,,,,,,
3100380,Robert Wood Johnson University Hospital,2020-04-08,208,0,23,,,,0,16,23,60,,56,,147,,,45
3100760,Saint Barnabas Medical Center,2020-04-08,265,54,31,,,,8,1,47,7,71,,,258,,,65
STC,Saint Clare's Health - Central Supply,2020-04-08,,,0,,,,,,,,,,,,,,
3100500,Saint Clare's Hospital Denville,2020-04-08,42,2,0,,,10.0,2,,10,108,,29,,58,,,38
3100502,Saint Clare's Hospital Dover,2020-04-08,49,1,0,,,,,,,,,,,,,,
3100960,Saint Michael's Medical Center,2020-04-08,64,52,22,,,10.0,,8,,81,,33,,84,,,31
3100700,Saint Peter's University Hospital,2020-04-08,111,42,5,,,,,1,32,5,,34,14,105,,,26
3100910,Salem Medical Center,2020-04-08,3,6,2,,,4.0,,2,,7,,1,,5,,,0
3100470,Shore Medical Center,2020-04-08,10,9,0,,,5.0,9,7,24,48,4,5,0,10,,,1
3100210,St. Francis Medical Center,2020-04-08,11,17,0,,,,,14,34,38,,,,,,,
SJH,St. Joseph's Health - Central Supply,2020-04-08,,,0,,,,,,,,,,,,,,
3100190,St. Joseph's University Medical Center,2020-04-08,261,69,6,,,,0,34,72,99,0,92,25,205,,,83
3100191,St. Joseph's Wayne Medical Center,2020-04-08,85,28,16,,,,0,8,11,48,0,22,24,73,,,23
3100600,St. Luke's Warren Campus,2020-04-08,24,1,4,,,,,2,,41,,10,,15,,,7
3100060,St. Mary's General Hospital,2020-04-08,45,28,1,,,15.0,1,6,0,77,8,16,9,21,,,14
3100120,The Valley Hospital,2020-04-08,221,6,0,,,10.0,9,3,9,134,32,11,,198,,,29
3100270,Trinitas Regional Medical Center,2020-04-08,95,65,3,,,25.1,,4,,0,,31,,131,,,27
3101190,University Hospital,2020-04-08,162,36,9,,,5.0,,13,17,50,31,,,130,,,34
4PPEVHS,Valley Health System - Central Supply,2020-04-08,,,0,,,,,,,,,,,,,,
VHS,Virtua Health System - Central Supply,2020-04-08,,,0,,,,,,,,,,,,,,
3100224,Virtua Marlton,2020-04-08,26,3,0,,,8.8,6,1,,82,4,15,,10,,,14
3100570,Virtua Memorial,2020-04-08,44,23,7,,,7.0,9,7,,101,11,21,,35,,,14
3100290,Virtua Our Lady of Lourdes Hospital,2020-04-08,23,17,5,,,4.5,11,7,,68,8,9,,23,,,7
3100221,Virtua Voorhees,2020-04-08,36,16,2,,,7.8,8,4,,117,3,15,,34,,,15
3100610,Virtua Willingboro Hospital,2020-04-08,13,3,0,,,6.0,,13,,37,,4,,12,,,3
ATL,AtlantiCare - Central Supply,2020-04-09,,,0,,,,,,,,,,,,,,
3100642,AtlantiCare Regional Medical Center City Division,2020-04-09,17,11,3,,,3.0,7,0,17,77,8,0,0,20,,,6
3100641,AtlantiCare Regional Medical Center Mainland Division,2020-04-09,25,13,0,,,5.0,10,0,0,93,6,0,0,32,,,7
FMSAtlanic,Atlantic City FMS,2020-04-09,,,0,,,,,,,,,,,,,,
AHS,Atlantic Health System - Central Supply,2020-04-09,,,0,,,,,,,,,,,,,,
3100580,Bergen New Bridge Medical Center,2020-04-09,51,28,16,,,2.0,0,5,95,61,0,8,48,23,,,7
3100110,Cape Regional Health System,2020-04-09,13,15,0,,,6.0,0,1,9,10,0,9,1,18,,,4
CHS,Capital Health - Central Supply,2020-04-09,,,0,,,,,,,,,,,,,,
3100440,Capital Health Medical Center - Hopewell,2020-04-09,35,32,8,,,6.8,,5,27,37,,20,3,44,,,13
3100920,Capital Health Regional Medical Center,2020-04-09,34,44,13,,,,,8,12,12,,25,10,43,,,19
3100250,CarePoint Health Bayonne Medical Center,2020-04-09,39,19,0,,,7.0,0,0,0,0,0,0,0,0,,,10
3100160,CarePoint Health Christ Hospital,2020-04-09,103,23,0,,,5.0,5,0,0,0,0,15,0,7,,,20
3100400,CarePoint Health Hoboken University Medical Center,2020-04-09,77,33,0,,,3.0,0,2,0,0,0,21,0,37,,,19
4PPECPH,CarePoint Heatlh - Central Supply,2020-04-09,,,0,,,,,,,,,,,,,,
4PPECSHS,CentraState Healthcare System - Central Supply,2020-04-09,,,0,,,,,,,,,,,,,,
3101110,CentraState Medical Center,2020-04-09,103,28,0,,,9.9,1,0,6,28,13,9,0,107,,,26
3100170,Chilton Medical Center - Atlantic Health System,2020-04-09,78,46,8,,,4.0,0,0,0,65,5,12,9,98,,,28
3100090,Clara Maass Medical Center,2020-04-09,164,8,2,,,,0,0,21,7,22,,,150,,,40
3100410,Community Medical Center,2020-04-09,98,8,2,,,,,10,26,56,24,,,85,,,14
4PPECHS,"Cooper Health System, The - Central Supply",2020-04-09,,,0,,,,,,,,,,,,,,
3100140,Cooper University Health Care,2020-04-09,49,21,2,,,7.89,0,38,0,165,0,23,0,47,,,18
3100310,Deborah Heart and Lung Center,2020-04-09,1,0,0,,,8.0,6,5,4,25,0,0,0,1,,,0
ACS-EO,East Orange ACS,2020-04-09,,,0,,,,,,,,,,,,,,
3100830,East Orange General Hospital,2020-04-09,35,12,0,,,7.0,0,0,0,0,0,20,0,34,,,20
FMSEdison,Edison FMS,2020-04-09,,,0,,,,,,,,,,,,,,
3100450,Englewood Hospital,2020-04-09,167,40,0,,,7.9,,4,,5,,39,10,158,,,36
HMH,Hackensack Meridian Health - Central Supply,2020-04-09,,,0,,,,,,,,,,,,,,
3101120,Hackensack Meridian Health Bayshore Medical Center,2020-04-09,81,23,9,,,5.4,1,0,2,26,17,0,0,88,,,15
3100010,Hackensack Meridian Health Hackensack University Medical Center,2020-04-09,433,61,0,,,8.05,0,0,0,0,132,0,18,324,,,106
3101080,Hackensack Meridian Health JFK Medical Center,2020-04-09,161,109,0,,,5.59,0,0,0,0,47,0,3,211,,,58
3100730,Hackensack Meridian Health Jersey Shore University Medical Center,2020-04-09,157,36,0,,,9.3,5,0,7,10,55,0,1,118,,,51
3100540,Hackensack Meridian Health Mountainside Medical Center,2020-04-09,97,57,11,,,6.0,,2,,19,,29,,117,,,30
3100522,Hackensack Meridian Health Ocean Medical Center,2020-04-09,89,31,8,,,7.95,2,0,6,6,32,0,0,83,,,28
3100030,Hackensack Meridian Health Palisades Medical Center,2020-04-09,77,46,8,,,6.53,0,0,0,0,41,0,18,75,,,20
3101300,Hackensack Meridian Health Pascack Valley Medical Center,2020-04-09,43,3,0,,,10.33,0,0,0,0,9,0,0,39,,,8
3100392,Hackensack Meridian Health Raritan Bay Medical Center Old Bridge,2020-04-09,59,14,0,,,5.03,0,0,0,0,13,0,0,57,,,17
3100391,Hackensack Meridian Health Raritan Bay Medical Center Perth Amboy,2020-04-09,80,22,6,,,4.36,0,0,0,0,28,0,0,82,,,17
3100340,Hackensack Meridian Health Riverview Medical Center,2020-04-09,51,15,2,,,7.44,0,0,8,10,9,0,0,51,,,10
3101130,Hackensack Meridian Health Southern Ocean Medical Center,2020-04-09,39,12,7,,,9.72,5,0,4,3,15,0,2,30,,,12
3101150,Hackettstown Medical Center,2020-04-09,22,8,0,,,13.0,0,0,0,41,0,13,0,17,,,13
3100080,Holy Name Medical Center,2020-04-09,81,131,1,,,,,,,,,,,,,,
3101189,Hudson Regional Hospital,2020-04-09,23,32,0,,,,,2,,19,,12,11,32,,,19
ACS-Hunterd,Hunterdon ACS,2020-04-09,,,0,,,,,,,,,,,,,,
4PPEHHS,Hunterdon Healthcare System - Central Supply,2020-04-09,,,0,,,,,,,,,,,,,,
3100050,Hunterdon Medical Center,2020-04-09,36,31,0,,,9.3,6,0,39,33,0,21,0,36,,,16
IMC,Inspira Health - Central Supply,2020-04-09,,,0,,,,,,,,,,,,,,
3100690,Inspira Medical Center Elmer,2020-04-09,2,2,0,,,0.0,0,3,0,72,0,0,0,3,,,0
310069A,Inspira Medical Center Mullica Hill,2020-04-09,19,23,0,,,6.5,0,11,0,82,0,8,0,44,,,5
3100324,Inspira Medical Center Vineland,2020-04-09,41,22,6,,,4.0,0,9,0,100,0,26,0,44,,,14
3100810,Inspira Medical Center Woodbury,2020-04-09,,,0,,,,,,,,,,,,,,
3100862,Jefferson Cherry Hill Hospital,2020-04-09,36,8,8,,,4.9,0,0,27,20,0,8,3,33,,,13
KHS,Jefferson Health New Jersey - Central Supply,2020-04-09,,,0,,,,,,,,,,,,,,
3100863,Jefferson Stratford Hospital,2020-04-09,8,5,3,,,4.66,0,1,11,17,0,5,1,7,,,1
3100861,Jefferson Washington Township Hospital,2020-04-09,18,3,0,,,7.14,0,12,37,71,0,7,2,13,,,6
